,sercdoa_OA_ser,INVN_F,UBFC_Fshelfmark,PVCS_OAcountry,PVCC_OAtown,LDCN_OArep,PRVC_OAprev_town,AUFI_Fatelier_address,AUFN_Faut,SGLT_Ftitle,SGTT_OAtitle,AUTN_OAaut,OGTT_OAtype,AUTB_Fsubj_main,OGTDOA_OAsubj_sub,ROFI_Fneg,BIBA_OAbib,OSS_Fnotes,OSS_OAnotes,FTAN_filename,NCTN_F_entry,NRSCHEDA_OA_entry,DTZG_OAcentury,LRD_Fshotdates,DTSI_Fprintdates,DTSF_Fprintdates,AUFA_Faut_dates,Note,status
337,178591,sup 1264,PA_Napoli 109,Italia,Napoli,Museo Archeologico Nazionale,,Sommer - Napoli,"Sommer, Giorgio",Museo di Napoli. Torso di Venere,,Anonimo sec. I a.C.,scultura,Arte greco-romana,statua,11219,,"Fotografia incollata su cartoncino; supporto secondario mm 385x318.
","Foto sup 1264, verso del supporto secondario: nota anonima manoscritta: ""This beautiful Greek torso is not much later than the time of Praxiteles. Aphrodite is taking off her garments previous to entering the bath. It came to Naples from Rome_ Fr. Wolters 1468. Furtwangler says the torso is by Euphranor, a disciple of Praxiteles"".",\FONDO_SUPINO\Italia\Napoli\sup 1264.jpg,801264,104093,sec. I a.C.,1855-1886,1880,1899,,"This beautiful Greek torso is not much later than the time of Praxiteles. Aphrodite is taking off her garments previous to entering the bath. It came to Naples from Rome_ Fr. Wolters 1468. Furtwangler says the torso is by Euphranor, a disciple of Praxiteles"".",complete
338,178600,sup 1265,PA_Napoli 110,Italia,Napoli,,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli - Palazzo - Fabrizio Colonna,Palazzo Fabrizio Colonna,Maestranze sec. XV,architettura,Arte romanica,palazzo,11856,,Fotografia incollata su cartoncino; supporto secondario mm 280x400.,"Foto sup 1265, verso: nota anonima manoscritta: ""Fabrizio Colonna was grand constable of Ferdinand the Catholic and died in 1520"".
&#10;Il palazzo è stato demolito nel sec. XIX, oggi rimane soltanto il portale con gli stemmi della famiglia Colonna, trasferito nella facciata laterale dell’università nel 1920.",\FONDO_SUPINO\Italia\Napoli\sup 1265.jpg,801265,104094,sec. XV,1886-1888,1886,1899,1834/ 1914,"Fabrizio Colonna was grand constable of Ferdinand the Catholic and died in 1520"".
",complete
339,178601,sup 1266,PA_Napoli 111,Italia,Napoli,Castel Nuovo,,,"Rive, Robert",Laterale dell'arco trionfale di Alf. di Arag. Napoli.,Arco trionfale di Alfonso d'Aragona,Laurana Francesco,architettura/ scultura,Scuola dalmata/ scuola italiana,arco trionfale,70,,"Fotografia incollata su cartoncino; supporto secondario mm 382x317.
Cfr. G. Fanelli in ""Un patrimonio da ordinare: i cataloghi a stampa dei fotografi"" 2019, pp. 228-230.","Foto sup 1266, verso del supporto secondario: nota anonima manoscritta: ""8 [?] (2)"".",\FONDO_SUPINO\Italia\Napoli\sup 1266.jpg,801266,75508,sec. XV,1855-1895,1865,1895,,"8 [?] (2)"".",complete
340,178602,sup 1267,PA_Napoli 112,Italia,Napoli,,,,Brogi,"Napoli. Porta Capuana, con bassorilievi di G. da Majano.",Porta Capuana,Maestranze sec. XV,architettura,Arte rinascimentale,porta,5019,,"Fotografia incollata su cartoncino; supporto secondario mm 380x315.
La foto compare nel Catalogo Brogi ""Napoli e Campania. Roma e Lazio. Sicilia. Bologna, Rimini, ecc."" 1912.",La foto documenta la porta prima degli interventi di isolamento degli anni Trenta.,\FONDO_SUPINO\Italia\Napoli\sup 1267.jpg,801267,104095,sec. XV,1855-1899,1860,1899,1859-1986,,missing
341,178603,sup 1268,PA_Napoli 113,Italia,Napoli,,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli - Palazzo dei Piscicelli,Palazzo Piscicelli,Maestranze sec. XV,architettura,Arte rinascimentale,palazzo,11855,,Fotografia incollata su cartoncino; supporto secondario mm 281x400.,"Foto sup 1268, verso del supporto secondario: nota anonima manoscritta: ""The Piscicelli were amongst le Familie primarie di Napoli. They had bishops archibishops and a Cardinal and vassals in the town of Naples itself"". 
&#10;
&#10;La foto documenta il portale di Palazzo Piscicelli prima della sua rimozione nel 1889, quando venne collocato nel Palazzo Castriota Scanderbeg.",\FONDO_SUPINO\Italia\Napoli\sup 1268.jpg,801268,104096,sec. XV,1886-1888,1886,1899,1834/ 1914,"The Piscicelli were amongst le Familie primarie di Napoli. They had bishops archibishops and a Cardinal and vassals in the town of Naples itself"". 
",complete
342,178604,sup 1269,PA_Napoli 114,Italia,Napoli,Castel Nuovo,,,"Sommer, Giorgio",Napoli. Porta di Alfonso d'Aragona,Arco trionfale di Alfonso d'Aragona,Laurana Francesco,architettura/ scultura,Scuola dalmata/ scuola italiana,arco trionfale,6145,,Fotografia incollata su cartoncino; supporto secondario mm 381x317.,"Foto sup 1266, verso del supporto secondario: nota anonima manoscritta: ""8 [?] (2)"".",\FONDO_SUPINO\Italia\Napoli\sup 1269.jpg,801269,75508,sec. XV,1855-1899,1855,1899,,,missing
343,178605,sup 1270,PA_Napoli 115,Italia,Napoli,Chiesa di Monteoliveto//Chiesa di S. Anna dei Lombardi,,,Anonimo,,,Rossellino Antonio,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",altare,8113,,Fotografia incollata su cartoncino; supporto secondario mm 381x317.,"Foto INVN 144791, 144792, verso: note autografe di F. Zeri a matita in basso a destra: ""Antonio Rossellino / (statue di Matteo del Pollaiuolo).
&#10;
&#10;Foto sup 1247, verso del supporto secondario: nota anonima manoscritta: ""Detail of A. Rosselinos basrelief"".
&#10;
&#10;Foto sup 1270, verso del supporto secondario: nota anonima manoscritta: ""Piccolomini Chapel in Montoliveto, Naples. Basrelief of the Nativity by Antonio Rossellino or perhaps by his master Donatello. It is said to have been executed in 1470. A. Rossellino died in 1478 and Donatello in 1466, aged 83, so that the latter could not well have had a hand in it, tho' there be parts that are uncommonly like his style"".",\FONDO_SUPINO\Italia\Napoli\sup 1270.jpg,801270,73300,sec. XV,1855-1899,1855,1899,,"Piccolomini Chapel in Montoliveto, Naples. Basrelief of the Nativity by Antonio Rossellino or perhaps by his master Donatello. It is said to have been executed in 1470. A. Rossellino died in 1478 and Donatello in 1466, aged 83, so that the latter could not well have had a hand in it, tho' there be parts that are uncommonly like his style"".",complete
344,178606,sup 1271,PA_Napoli 116,Italia,Napoli,Chiesa di Monteoliveto//Chiesa di S. Anna dei Lombardi,,,Anonimo,,,Mazzoni Guido ,scultura,"Scuola italiana, scuola emiliana",statua,,NR,Fotografia incollata su cartoncino; supporto secondario mm 309x380.,"Foto sup 1271, verso del supporto secondario: nota anonima manoscritta: ""Montoliveto. Naples. Chapel S. Sepolcro. This wonderful naturalistic Pietà in terra cotta is by the Modanino who died in 1518. It is probably of the year 1494. Right. 1 Pontanus as Nicodemus; 2 Alfonso II as St. John; 3 Alfonsos son Ferdinand [...] Left. 1 Sannazzaro as Joseph of Arimathea; 2 a Mary; 3 Lucrezia d'Alagna (Alfonso 1.s amica) ..."".",\FONDO_SUPINO\Italia\Napoli\sup 1271.jpg,801271,104097,sec. XV,1855-1899,1855,1899,,"Montoliveto. Naples. Chapel S. Sepolcro. This wonderful naturalistic Pietà in terra cotta is by the Modanino who died in 1518. It is probably of the year 1494. Right. 1 Pontanus as Nicodemus; 2 Alfonso II as St. John; 3 Alfonsos son Ferdinand [...] Left. 1 Sannazzaro as Joseph of Arimathea; 2 a Mary; 3 Lucrezia d'Alagna (Alfonso 1.s amica) ..."".",incomplete
345,178607,sup 1272,PA_Napoli 117,Italia,Napoli,Castel Nuovo,,Sommer - Napoli,"Sommer, Giorgio",Napoli - Castelnuovo S. Barbara,,Andrea dell'Aquila,scultura,"Scuola italiana, scuola abruzzese",portale,11726,NR,Fotografia incollata su cartoncino; supporto secondario mm 400x280.,"Foto INVN 147913, verso: nota autografa di F. Zeri: ""G. Sagrera?"".
&#10;
&#10;Foto sup 1272, verso del supporto secondario: nota anonima manoscritta: ""This is the noble door of Giuliano da Majano. About 1485"".",\FONDO_SUPINO\Italia\Napoli\sup 1272.jpg,801272,79454,sec. XV,1855-1886,1880,1899,1834/ 1914,"This is the noble door of Giuliano da Majano. About 1485"".",complete
346,178608,sup 1273,PA_Napoli 118,Italia,Napoli,Chiesa di S. Maria delle Grazie a Caponapoli,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa di S. Maria delle Grazie. La Deposizione,,Marigliano Giovanni,scultura,"Scuola italiana, scuola campana, scuola napoletana",rilievo,11720,,Fotografia incollata su cartoncino; supporto secondario mm 309x381.,"Foto sup 1273, verso del supporto secondario: nota anonima manoscritta: ""A masterpiece of Giovanni di Nola"". ",\FONDO_SUPINO\Italia\Napoli\sup 1273.jpg,801273,104098,sec. XVI,1855-1886,1880,1899,1834/ 1914,"A masterpiece of Giovanni di Nola"". ",complete
347,178609,sup 1274,PA_Napoli 119,Italia,Napoli,,,,"Rive, Robert",Porta della chiesa di S. Giovanni Maggiore. Napoli.,Portale della cappella di San Giovanni dei Pappacoda,Baboccio Antonio,architettura,"Scuola italiana, scuola meridionale",portale,66,,"Fotografia incollata su cartoncino; supporto secondario mm 380x316.
Cfr. G. Fanelli in ""Un patrimonio da ordinare: i cataloghi a stampa dei fotografi"" 2019, pp. 228-230.","Foto sup 1274 verso, : nota anonima manoscritta: ""Naples. This extravagant doorway of S. Giovanni a Papacoda was built in 1407 by Antonio di Domenico, called Bamboccio, for Cardinal Enrico Minutoli. He is kneeling to the Madonna who is seated between two Saints"". ",\FONDO_SUPINO\Italia\Napoli\sup 1274.jpg,801274,104099,sec. XV,1855-1895,1865,1895,,,missing
348,178610,sup 1275,PA_Napoli 120,Italia,Napoli,Chiesa di S. Giovanni a Carbonara,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Monumento di Giov Caracciolo. San Giov. Carbonara,Monumento funebre di Sergianni Caracciolo,Jacopo della Pila,scultura,"Scuola italiana, scuola lombarda",monumento funebre,6174,,Fotografia incollata su cartoncino; supporto secondario mm 317x381.,"Foto sup 1275, verso del supporto secondario: nota anonima manoscritta: ""San Giovanni a Carbonara, Naples. Monument of Ser Gianni Caracciolo, the grand seneschal and favorite of Queen Joanna II. He was eventually murdered. The work is ascribed to Andrea Ciccione. To me it is stiff and even clumsy, but interesting as showing the passage of the Gothic to the Renaissance at Naples. 1432 is the date of the great seneschals death ..."".",\FONDO_SUPINO\Italia\Napoli\sup 1275.jpg,801275,75499,sec. XV,1855-1899,1857,1899,1834/ 1914,"San Giovanni a Carbonara, Naples. Monument of Ser Gianni Caracciolo, the grand seneschal and favorite of Queen Joanna II. He was eventually murdered. The work is ascribed to Andrea Ciccione. To me it is stiff and even clumsy, but interesting as showing the passage of the Gothic to the Renaissance at Naples. 1432 is the date of the great seneschals death ..."".",incomplete
349,178611,sup 1276,PA_Napoli 121,Italia,Napoli,Chiesa di S. Maria del Carmine,,Amodio: Atelier Photographie. Naples Rue Vittoria n. 7 a 17,"Amodio, Fratelli",Naples. Monument à Corradin dans l'eglise oû fut tué Masaniello au convent du Carme.,Monumento a Corradino di Svevia,"Schoepf, Pietro",scultura,Scuola italiana/ scuola tedesca,statua,,,"Fotografia incollata su cartoncino; supporto secondario mm 380x309.
",,\FONDO_SUPINO\Italia\Napoli\sup 1276.jpg,801276,104100,sec. XIX,1855-1899,1860,1899,,,missing
350,178613,sup 1277,PA_Napoli 122,Italia,Napoli,Basilica di S. Lorenzo Maggiore,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa S. Lorenzo. Tomba di Rob. d'Artois e Giov. di Durazzo.,Monumento funebre di Roberto d'Artois e Giovanna di Durazzo,Anonimo napoletano sec. XIV,scultura,"Scuola italiana, scuola napoletana",monumento funebre,11853,,Fotografia incollata su cartoncino; supporto secondario mm 400x280.,"Foto sup 1277, verso del supporto secondario: nota anonima manoscritta: ""S. Lorenzo. Naples, behind the choro. Monument of Roberto Arlois and his wife Johanna of Durazzo. They are said to have been poisoned together in 1387 by Queen Margareta, Johannas sister - Ladislas mother. Hic jacet corpora illustrorum domn. Roberti de Arlois et dmne. Johane ducisse de D.... qui obierunt anno.... mensis julii decime ..."".",\FONDO_SUPINO\Italia\Napoli\sup 1277.jpg,801277,104101,sec. XIV,1886-1888,1886,1899,1834/ 1914,"S. Lorenzo. Naples, behind the choro. Monument of Roberto Arlois and his wife Johanna of Durazzo. They are said to have been poisoned together in 1387 by Queen Margareta, Johannas sister - Ladislas mother. Hic jacet corpora illustrorum domn. Roberti de Arlois et dmne. Johane ducisse de D.... qui obierunt anno.... mensis julii decime ..."".",incomplete
351,178616,sup 1278,PA_Napoli 123,Italia,Napoli,Chiesa di Monteoliveto//Chiesa di S. Anna dei Lombardi,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa di S. Anna dei Lombardi,Monumento funebre di Maria d'Aragona,Rossellino Antonio,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",monumento funebre,8114,,Fotografia incollata su cartoncino; supporto secondario mm 400x280.,"Foto sup 1114 verso, : nota anonima manoscritta: ""The duchess died in 1470. The duke was so pleased with the monument of the Cardinal of Portugal that he gave Antonio Rosselino a commission for a similar work. See Perkins. Qui legis hac, submissius legas, ne dormientem excites. Rege Ferdinando ..."".",\FONDO_SUPINO\Italia\Napoli\sup 1278.jpg,801278,73301,sec. XV,1855-1899,1857,1899,1834/ 1914,,missing
352,178619,sup 1279,PA_Napoli 124,Italia,Napoli,Chiesa di Monteoliveto//Chiesa di S. Anna dei Lombardi,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa di S. Anna dei Lombardi. Cappella Mastrogiudice di Benedetto da Majano,,Benedetto di Leonardo d'Antonio,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",altare,11846,NR,Fotografia incollata su cartoncino; supporto secondario mm 280x400.,"Foto sup 1279, verso del supporto secondario: nota anonima manoscritta: ""from 29 to 30"".",\FONDO_SUPINO\Italia\Napoli\sup 1279.jpg,801279,74241,sec. XV,1886-1888,1886,1899,1834/ 1914,"from 29 to 30"".",complete
353,178620,sup 1280,PA_Napoli 125,Italia,Napoli,Chiesa dei SS. Severino e Sossio,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa S. Severino - Altare della Famiglia De Capua,,Tenerello Antonio,scultura,"Scuola italiana, scuola lombarda",monumento funebre,11891,,Fotografia incollata su cartoncino; supporto secondario mm 400x280.,,\FONDO_SUPINO\Italia\Napoli\sup 1280.jpg,801280,104102,sec. XVI,1886-1888,1886,1899,1834/ 1914,,missing
354,178622,sup 1283,PA_Napoli 126,Italia,Napoli,Chiesa di S. Giovanni a Carbonara,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa S. Severino - Altare della Famiglia De Capua,Monumento funebre di Ruggiero Sanseverino,Bonaiuti Andrea,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",monumento funebre,11701,,Fotografia incollata su cartoncino; supporto secondario mm 380x309.,"Foto sup 1283, verso: nota anonima manoscritta: ""The disposition of this tomb is Gothic, but the feeling renaissance whilst some portions remind one of Donatellos monument to Cardinal Brancaccio. It is of the middle of the XV.th centu."".",\FONDO_SUPINO\Italia\Napoli\sup 1283.jpg,801283,104103,sec. XVI,1855-1886,1880,1899,1834/ 1914,"The disposition of this tomb is Gothic, but the feeling renaissance whilst some portions remind one of Donatellos monument to Cardinal Brancaccio. It is of the middle of the XV.th centu."".",complete
355,178623,sup 1285,PA_Napoli 127,Italia,Napoli,Chiesa di S. Domenico Maggiore,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa S. Domenico Maggiore. Candelabro,,Anonimo napoletano sec. XVI,scultura,"Scuola italiana, scuola campana, scuola napoletana",candelabro per cero pasquale,11778,,Fotografia incollata su cartoncino; supporto secondario mm 380x309.,"Foto sup 1285, verso: nota anonima manoscritta: ""The figures of the base are of the school of the Pisani - 14th. century. The upper portion of the Candelabro is of the Renaissance and presented by a number of the Balzo family (des Banx). Observe the star of the Magian king, Balthasar, the ancestor of the family, in the coat"".",\FONDO_SUPINO\Italia\Napoli\sup 1285.jpg,801285,104104,sec. XVI,1855-1886,1880,1899,1834/ 1914,"The figures of the base are of the school of the Pisani - 14th. century. The upper portion of the Candelabro is of the Renaissance and presented by a number of the Balzo family (des Banx). Observe the star of the Magian king, Balthasar, the ancestor of the family, in the coat"".",complete
356,178624,sup 1286,PA_Napoli 128,Italia,Napoli,Chiesa di S. Domenico Maggiore,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa S. Domenico Maggiore - Sacristia - Casse mortuarie di Ferdinando I. e II. - di Isabella & Maria d'Aragona etc.,Sacrestia della chiesa di San Domenico Maggiore,Maestranze sec. XVIII,architettura,Arte barocca,sacrestia,11781,,Fotografia incollata su cartoncino; supporto secondario mm 309x381.,,\FONDO_SUPINO\Italia\Napoli\sup 1286.jpg,801286,104105,sec. XVIII,1855-1886,1880,1899,1834/ 1914,,missing
357,178625,sup 1288,PA_Napoli 129,Italia,Napoli,Basilica di S. Chiara,,,Anonimo,,,Bertini Pacio,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",pulpito,,NR,Fotografia incollata su cartoncino; supporto secondario mm 380x316.,"Foto sup 1288, verso del supporto secondario: nota anonima manoscritta: ""S. Chiara. Naples. Pulpit with basreliefs representing early Christian martyrs, decapitated, immersed in boiling oil and broken on wheel. About 1325. White marble figures on black marble ground"".",\FONDO_SUPINO\Italia\Napoli\sup 1288.jpg,801288,104106,sec. XIV,1855-1899,1855,1899,,"S. Chiara. Naples. Pulpit with basreliefs representing early Christian martyrs, decapitated, immersed in boiling oil and broken on wheel. About 1325. White marble figures on black marble ground"".",complete
358,178626,sup 1289,PA_Napoli 130,Italia,Napoli,Basilica di S. Chiara,,G. Sommer - Napoli,"Sommer, Giorgio",Chiesa S. Chiara la SS. Trinità,,Anonimo napoletano sec. XIV,dipinto/ arti applicate,"Scuola italiana, scuola campana, scuola napoletana",ex voto,11774,,Fotografia incollata su cartoncino; supporto secondario mm 381x309.,,\FONDO_SUPINO\Italia\Napoli\sup 1289.jpg,801289,104107,sec. XIV,1855-1886,1880,1899,,,missing
359,178628,sup 1290,PA_Napoli 131,Italia,Napoli,Basilica di S. Chiara,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa S. Chiara. Bassorilievo la vita di S. Catarina,,Bertini Pacio,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",rilievo,11772,NR,Fotografia incollata su cartoncino; supporto secondario mm 309x381.,Dell'opera si conservano pochi frammenti ora illeggibili.,\FONDO_SUPINO\Italia\Napoli\sup 1290.jpg,801290,77037,sec. XIV,1855-1886,1880,1899,,,missing
360,178629,sup 1291,PA_Napoli 132,Italia,Napoli,Basilica di S. Chiara,,G. Sommer - Napoli,"Sommer, Giorgio",Napoli. Chiesa S. Chiara. Bassorilievo la vita di S. Catarina -,,Bertini Pacio,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",rilievo,11773,NR,Fotografia incollata su cartoncino; supporto secondario mm 309x381.,Dell'opera si conservano pochi frammenti ora illeggibili.,\FONDO_SUPINO\Italia\Napoli\sup 1291.jpg,801291,77037,sec. XIV,1855-1886,1880,1899,,,missing
