,Unnamed: 0.1,Inv,Note,status
703,703,sup 1968,"This bronze Athena was found at Arezzo in 1541. / She to me is rather a doubtlful Etruscan bronze and / may quite well be a Roman. She is damaged by fire / and assigned to the 3.d Century B.C."".
",complete
704,704,sup 1567,"Vatican. Beautiful renaissance door of Bramante about 1515"".
",complete
705,705,sup 1968,"The Orator was found near the lake of Perugia in 1565. The Etruscan / inscription on the hem of his garment says that the son dedicated it / to his father Aulus Metellus. It is of Etrusco-roman times and not / much older than the Christian era"".
",complete
706,706,sup 1970,"The Idolino was found at Pesaro in 1530 and brought to Florence in her / trousseau by Vittoria della Rovere when she married Ferdinand II in 1640. / The bronze is a Greek work of the school of Myror. Its beautiful base / with an inscription by Bembo, who supposed the figure to represent / Bacchus, is a very good work of the Renaissance and made at Pesaro. / Says Collignon: [...] Ke... says the same. / [...] Furtwangler says he is of the school of Polyklet [...] Bembo makes him say: Ut potui huc veni, Delphis et fratre relicti. / Milani says: / Neither of the arms from the biceps down is original and Kedule / is of the same opinion. The right hand in particular is wooden"".
",incomplete
707,707,sup 1971,"The Chimera dire found at Arezzo in 1554. / The tail has been stuck on; the inscription is the same as that to be read / on the Griffon in the Museum of Leyden. Explanation [?] vague."".
",complete
708,708,sup 1568,"Fresco from tomb and columbaria of Taurus Statilins near Porta Maggiore discovered in 1875 ..."".",incomplete
709,709,sup 1972,"Morelli calls this picture a Giorgione"".",complete
710,710,sup 1973,"The Scythian sharpening his knife previous to flaing [?] Marsyas. / Schythians were the public executiners at Athens. / A good copy of an original of the Pergamon school, circa 200 B.C. / Amelung 68"".
",complete
711,711,sup 1571,"An exemple of how a sarcophagus is used as the trough of a fountaine in the court yard of a Roman palazzo. Strigil ornament of a second or third century"".
",complete
712,712,sup 1573,"Roma. S. Tommaso degli Inglesi [...] Cardinal Bainbrigg was personed at the altar. His snuffers are in the British Museum [...]"".
",incomplete
713,713,sup 1574,"This Greek stele was found in 1764 near the arc of Gallienus ..."".",incomplete
714,714,sup 1975,"A replica a statue of the school of Praxiteles, but so much / scraped and pointed that it is of little importance. / Amelung 69"".
",complete
715,715,sup 1575,"Back view of Hercules sarc. Subyects ..."".",incomplete
716,716,sup 1976,"The Mater dolorosa of classical art. / Scopas in his old age is now hold to be the sculptor of the / group. Amelung 174"".
",complete
717,717,sup 1985,"Of the entire group, consisting of the mother, 6 sons, 6 daughters, / the paedagogue and the nurse, 3 daughters, 1 son and the nurse / are waiting [?] at Florence. Amelung. 174"".",complete
718,718,sup 1577,"Palazzo Farnese. Sarcophagus said to have been found in the tomb of Cecilia Matella ..."".",incomplete
719,719,sup 1977,"The inscription is now held to be modern. / Amelung holds the statue to be Greek, if not an original, / and dates her at the beginning of the third century B.C. / of the school of Praxiteles; much broken, but little restored. / Amelung 67"".
",complete
720,720,sup 1980,"Sal. Reinach says:"".",complete
721,721,sup 1578,"Eneas Piccolomini who died in 1464 was buried in this Christian sarc. before his ..."".",incomplete
722,722,sup 1978,"Copy of a bronze of the school of Lysippus, which bronze would date / at circa 250 B.C. Much restored. The heads don't belong to the / wrestlers; the are antique and belong perhaps to the Niobids / with which group the wrestless were found near the Lateran in 1583. Amelung 66"".",complete
723,723,sup 1579,"Marcello Cervini who sat but 22 days ..."".",incomplete
724,724,sup 1580,"Tomb of Alexander 6., (who died in 1503) before his remains were transfered to S. Maria di Monserrato ..."".",incomplete
725,725,sup 1581,"Rome. Court of the old Palazzo Mattei, now called the Palazzetto circa 1300"".",complete
726,726,sup 1986,"He is working the krupezion with his foot. The head, arms, etc. are / new, but the statue may be an original of circa 250 B.C. / Amelung 65"".",complete
727,727,sup 2119,"Romano-greco art of early empire. Subject uncertain. / It has been much restored and large portions are new"".",complete
728,728,sup 113,"Monument of Antonio d'Orso, bishop of Florence. / On the sarcophagus Mary queen of heaven presents the bishop to / the blessing Jesus. Above the dead bishop seated: this is / said to be the first example of the kind"".",complete
729,729,sup 1586,"N. 179. Museo Chiaramonti Vatican. Sarcophagus with the Alcestis myth found at Ostia ..."".",incomplete
730,730,sup 1588,"S. Onofrio on the Janiculum. Monument to Bishop Giovanni Sacco of Ancona Archbishop of Ragusa, who died in 1503 ..."".",incomplete
731,731,sup 1589,"Nicolas of Sarzana died in 1455. He took Peters crossed kys for his coat and died for prief on account of the loss of Costantinople in 1453. So says the legend"". ",complete
732,732,sup 1590,"Empty rude Gotic sarcophagus of Pope Urban 6. Prignani, the wriked Pope who tortured and killed 6 Cardinals ..."".",incomplete
733,733,sup 1591," Paul 2. died in 1471, aged A. 53, M. 5. D. 3. He sat A. 6. M. 10. D. 25 ..."".",incomplete
734,734,sup 1592," Bonifacio 8. in the Sacre Grotte. This tomb is said to have been made by Arnolfo del Cambio. The mosaic of the coats ot the base of the monument ..."".",incomplete
735,735,sup 1593,"N. Breakspeare died in 1159; he crowhed Barbarossa. His tomb of red ..."".",incomplete
736,736,sup 1594,"Sacre Grotte below St. Peters. Rome. S. Petri Apostolorum Principis statua marmorea Antiquissima ..."".",incomplete
737,737,sup 1599,"Sixtus 4. died in 1484. The monument was not completed till 1493 and Antonio del Pollaiolo died in 1496 ..."".",incomplete
738,738,sup 110,"S. Maria Novella. Florence. / Monument of Tedice Aliotti (de Arloctis) bishop / of Fiesole, who died in 1336. / It is said to be the work of Tino da Camaino, the great / scholar of the Pisani, who made Henry VII's tomb at Pisa.""",complete
739,739,sup 1596,"Rome. The singers tribune in the Sistine chapel"".",complete
740,740,sup 1603,"St. Peters. Monument of Pope Innocent 8. who died in 1492, eight days before the discovery of the new world ..."".",incomplete
741,741,sup 1602,"Canova made the monument in 1472"".",complete
742,742,sup 1605,"Queen Clementina died in Feb. 1735 in her palazzo at S. Apostoli [...] The medal reproducing the tomb was made by Rocco Pozzi in 1742. I have it"".",incomplete
743,743,sup 1607,"This superb sarc. that Anicii Probi ..."".",incomplete
744,744,sup 1608,"Canova made the monument in 1817"". ",complete
745,745,sup 1616,"S. M. del Popolo [barrato] nel Corso"".",complete
746,746,sup 1631,"Stefano Maderno made this monument in 1600. Wonderfully beautiful for the period"".",complete
747,747,sup 1996,"Progetto di ricomposizione del / pulpito di Giovanni Pisano. / Modello in legno già esistente / in Duomo / ricomposto nella primitiva forma / dal prof. Giuseppe Fontana"".
",complete
748,748,sup 2088,"Pisa. / The old pulpit of Giovanni Pisano in the Cathedral before it was / destroyed. About 1290. / Giovanni was born in 1250 and died in 1321. Amongst his most celebrated works / are the pulpit at S. Andrea, Pistoia (1298-1301), the monument of Pope Benedict XI / (who died in 1304) and that of S. Margherita at Cortona, which has disappeared. / It is doubtful whether Giovanni worked in the façade of Orvieto. tho' his pupil / Agostino da Siena certainly did"".",complete
749,749,sup 1639,"The Madonna del Sasso was executed at Raphael request by Lorenzetto"".",complete
750,750,sup 1645," S. Clemente. Rome. Reliquari of Cosimati work 13th. century. 1299. The gift of Cardinal J. T. Caetani, nephew of Bonifacio VIII"".",complete
751,751,sup 1652,"S. S. Apostoli. Pietro Riario on his death bed above the sarcophagus which is to receive him"". 
",complete
752,752,sup 1652,"S. S. Apostoli. Monument of Pietro Riario, the libertine nephew , or more probably, son of Pope Sextus IV whose favorite he was ..."".",incomplete
753,753,sup 1653,"S. S. Apostoli. Rome. Portico of Church built by Baccio Pontelli for Cardinal Guiliano della Rovere about 1480 ..."".",incomplete
754,754,sup 1662,"S. Antonio Abbate. Rome. Porch the work of Cosma II dated 1260 ..."".",incomplete
755,755,sup 1666,"St. John Lateran. In cloister""",complete
756,756,sup 1668,"St. John Lateran. In cloister"". ",complete
757,757,sup 841,"The shield with the crescent between the two Corsini coats / is the coat of Fiesole of which the Beato Neri was bishop. He died in 1377"".",complete
758,758,sup 956,"S. Croce. Florence.  / Monument of the Baroncelli family by one of the Pisani. / Pietro di Baroncelli says that he founds the Chapel in 1327"".",complete
759,759,sup 1678,"This fine bronze monument is by Simone, called falsely Donatellos brother. He had a share in Pope Eugenes bronze doors"". Sul recto del supporto secondario: nota anonima manoscritta: ""MCCCCXXXI. dies XX februarii. Temporum suorum felicitas"". ",complete
760,760,sup 1684,"In cloister of St. John Lateran"". ",complete
761,761,sup 1687,"Atrium of S. Gregorio on the Celian. This monument erected Lelio Guidiccioni, a nobleman ..."". ",incomplete
762,762,sup 1696,"Door of San Giacomo degli Spagnuoli on the Piazza Navona. About 1475, probably by Baccio Pontelli"".",complete
763,763,sup 1698,"S. Cosimato in Trastevere. Porch. beginning of 13. th. century"".",complete
764,764,sup 1699,"S. Cosimato in the Trastevere. Baccio Pontellis fine door. Sixtus IIII Pont. Max. fundavit anno jubilei MCCCCLXXV"". ",complete
765,765,sup 1700,"S. Maria dell'Anima. Monument to Pope Hadrian VI, who died in 1523. It was erected in 1529 ..."".",incomplete
766,766,sup 2007,"Monte San Savino. / Basso relievo della Scuola dei Della Robbia"".",complete
767,767,sup 1701,"Santa Maria dell'Anima, or Animarum, Rome. Built by Mattia Lang, imperial ambassador in 1500-1511 ..."".",incomplete
768,768,sup 2163,"4° 5° Secolo. From Cathedral of Salerno. / Moses receiving the law; Story of Dathan and Abiram; Christ healing / the blind; Raising of Lazarus; Jacob at the well; his wrestling with the Angel; / Ladder seen in his dream"".",complete
769,769,sup 1704," S. Alessio on the Aventino. Door of Cosimati work, end of the 13. th. century"".",complete
770,770,sup 1708,"The side figures embraccing, generally called Cupid and Psyche, are open Hypnos and Thanatos"".",complete
771,771,sup 2164,"Carlovingian Period from Cathedral of Salerno. / Apostles Peter and Paul; between them the Genius of Rome"".",complete
772,772,sup 1713,"Sant Agostino. Rome. Cardinal Estouteville began the church in 1479. The door is in the style of Baccio Pontelli, if not by this hand"".",complete
773,773,sup 1715,"Pio 3., the patron of Cesar Borgia, died in 1503 after a reign of 26 days only. He was 64 years old. His tomb was transferred in 1620"". ",complete
774,774,sup 2167,"6° secolo. / In Bodlein, Oxford. / Christ standing in triumph upon Lion and / Viper. Around scenes from his life"".",complete
775,775,sup 1717,"The long inscription says that Cardinal Alexander Peretti transfered the monument from St. Peters in 1620. The Grand Pope died in 1460 in Ancona"". ",complete
776,776,sup 109,"6. Secolo. The halo / creeping in. From Milan Cathedral. / A jewelled cross standing before the temple. / At the corners the 4 Evangelists. Scenes from the live of Christ"".",complete
777,777,sup 1721,"S. Tommaso in Formis. Coelian. Rome. Doorway the work of Jacobus Cosimati about 1230 ..."". ",incomplete
778,778,sup 2170,"7. secolo. / From Kunstkammer, Berlin. / Christ between 4 Evangelists, 2 Angels, Sun and Moon"".",complete
779,779,sup 2170,"The Bizantine Period. / From Collection of Counte Auguste Bastard, Paris. / Our lady with the child Christ"".",complete
780,780,sup 116,"From Cathedral of Milan. / Right, washing of feet; Pilate; Judas; Soldiers guarding Sepulchre. / Left, women at tomb; Noli me tangere, appaerance to Apostles; to Thomas"".",complete
781,781,sup 2176,"8. Secolo. / Mary and John at foot of Cross"" e sul recto: ""Crucifixion, les Soldats en costum Byzantini, /  Kunstkammer Berlin"".",complete
782,782,sup 2177,"The Gothic Period. / From Collection Albert Way. / Mary and Child. The Crucifixion"".",complete
783,783,sup 2180,"16° Secolo. / From British Museum"".
",complete
784,784,sup 2181,"Carlovingian Period. / The Crucifixion; below Ocean and Earth"".",complete
785,785,sup 2183,"Carlovingian period. / from Mr. Carrands Collection. / Christ seated; his preaching in the temple"".",complete
786,786,sup 1698,"S. Cosimato in Trastevere. Porch. beginning of 13. th. century"".
",complete
787,787,sup 2183,"The Barbarous Period. / From the Vatican. Diptychon of Odelric, Abbe' de Rambeau Anno 890. / Crucifixion; Sun and Moon; Mary and John; the Shewolf"".",complete
788,788,sup 625,"Cristian Museum. Lateran. Moses..."".
",incomplete
789,789,sup 2013,"Dante painted by Domenico di Michelino in 1465. / He shows the gates, walls and tower of Florence in the 15.th century. Also an anteport is figured. / The walls were begun in 1285 and took 100 years to complete. They formed the second circuit. / The towers, which were 76 feet high, were pulled down in 1527. / The tower of the Palazzo Publico (Palazzo Vecchio [...]) was in 1465 / and it is now"".",incomplete
790,790,sup 631,"Christian Sarcophagus in the Lateran Museum representing six subjects. 1. Let little children come unto me. 2. The woman with the flux. 3. Undetermined. 4. and 5. Below, the Paralytic on his bed; above, he carrying it off. 6. Triumphal entry into Jerusalem"".
",complete
